1-B36MFN||CMD M-2||P_1-1N4MW||2017-07-07T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B36M87||1-666806079||1-3L-524||101502||apgp-cdg-sah-3||1||0||0||||||BILAN RESEAU HORS AEROGARE||1-2S-1603||Planifiée||2017-07-07T10:21:20||
1-B12M7C||CMD M-2||P_1-1N4MW||2017-07-20T00:00:00||2017-07-21T08:00:44||INFRAS0001R||REC||||1-B12M77||1-666929595||1-3L-524||101502||apgp-cdg2f-pen02||1||0||0||||||BILAN RESEAU T2F||1-2S-952||Planifiée||2017-07-20T11:01:57||
1-AYKYFX||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-06-17T08:00:40||INFRAS0001R||REC||||1-AYKYFS||1-662742879||1-3L-524||104386||apgr1400-0-58-3||1||0||0||||||BILAN RÉSEAU POUR T3||1-2S-1079||Planifiée||2017-06-16T11:18:16||
1-AYKYKW||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-06-17T08:00:40||INFRAS0001R||REC||||1-AYKYKR||1-662742879||1-3L-524||104386||apgr1400-0-58-4||1||0||0||||||BILAN RÉSEAU POUR T3||1-2S-1079||Planifiée||2017-06-16T11:18:07||
1-B0T173||CMD M-2||P_1-1N4MW||2017-06-30T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B0T13V||1-666477460||1-3L-524||104386||apgp-adp-5720-01||1||0||0||||||BILAN RESEAU 5720||1-2S-1621||Planifiée||2017-07-07T09:49:28||
1-B0T2DM||CMD M-2||P_1-1N4MW||2017-06-30T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B0T2AE||1-666483024||1-3L-524||104386||apgr-6061-1-1||1||0||0||||||BILAN RESEAU 6061||1-2S-1658||Planifiée||2017-07-07T09:52:01||
1-B0T2QC||CMD M-2||P_1-1N4MW||2017-06-30T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B0T2N9||1-666483024||1-3L-524||104386||apgr-6061-2-1||1||0||0||||||BILAN RESEAU 6061||1-2S-1658||Planifiée||2017-07-07T09:52:02||
1-B0T2QS||CMD M-2||P_1-1N4MW||2017-06-30T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B0T2NC||1-666483024||1-3L-524||104386||apgr-6061-2-2||1||0||0||||||BILAN RESEAU 6061||1-2S-1658||Planifiée||2017-07-07T09:52:01||
1-B0T2R8||CMD M-2||P_1-1N4MW||2017-06-30T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B0T2NF||1-666483024||1-3L-524||104386||apgr-6061-2-3||1||0||0||||||BILAN RESEAU 6061||1-2S-1658||Planifiée||2017-07-07T09:52:01||
1-B0TB16||CMD M-2||P_1-1N4MW||2017-07-20T00:00:00||2017-07-21T08:00:44||INFRAS0001R||REC||||1-B0TAS3||1-666490209||1-3L-524||104386||apgo402-1-n31-1||1||0||0||||||BILAN RESEAU ORY402||1-2S-658||Planifiée||2017-07-20T10:57:18||
1-B0TB2I||CMD M-2||P_1-1N4MW||2017-07-20T00:00:00||2017-07-21T08:00:44||INFRAS0001R||REC||||1-B0TASC||1-666490209||1-3L-524||104386||apgo402-1-n47-2||1||0||0||||||BILAN RESEAU ORY402||1-2S-658||Planifiée||2017-07-20T10:57:18||
1-B0TBT4||CMD M-2||P_1-1N4MW||2017-07-20T00:00:00||2017-07-21T08:00:44||INFRAS0001R||REC||||1-B0TBL8||1-666490209||1-3L-524||104386||apgo402-1-s25-3||1||0||0||||||BILAN RESEAU ORY402||1-2S-658||Planifiée||2017-07-20T10:57:17||
1-B3FRED||CMD M-2||P_1-1N4MW||2017-07-20T00:00:00||2017-07-21T08:00:44||INFRAS0001R||REC||||1-B3FRBG||1-666490209||1-3L-524||104386||apgo402-1-s26-4||1||0||0||||||BILAN RESEAU ORY402||1-2S-658||Planifiée||2017-07-20T10:57:17||
1-B35MKH||CMD M-2||P_1-1N4MW||2017-07-04T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B35MH9||1-670327962||1-3L-524||104386||apgr1100-2-13-1||1||0||0||||||BILAN RESEAU T1||1-2S-927||Planifiée||2017-07-04T17:41:59||
1-B35MXP||CMD M-2||P_1-1N4MW||2017-07-04T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B35MUJ||1-670327962||1-3L-524||104386||apgr1100-4-27-2||1||0||0||||||BILAN RESEAU T1||1-2S-927||Planifiée||2017-07-04T17:41:58||
1-B35MY5||CMD M-2||P_1-1N4MW||2017-07-04T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B35MUM||1-670327962||1-3L-524||104386||apgr1100-5-15-2||1||0||0||||||BILAN RESEAU T1||1-2S-927||Planifiée||2017-07-04T17:41:58||
1-8HTETQ||CMD M-2||P_1-1N4MW||2017-01-24T00:00:00||2017-04-12T08:00:40||INFRAS0001R||REC||||1-8HCPNN||1-512875221||1-3L-524||104386||apgp-2f-file-18||1||0||0||||||BILAN RÉSEAU POUR T2F||1-2S-952||Planifiée||2017-04-11T16:10:43||
1-8HTF64||CMD M-2||P_1-1N4MW||2017-01-24T00:00:00||2017-04-12T08:00:40||INFRAS0001R||REC||||1-8HTF38||1-512875221||1-3L-524||104386||apgr2f-0-23-1||1||0||0||||||BILAN RÉSEAU POUR T2F||1-2S-952||Planifiée||2017-04-11T16:11:03||
1-8JMZ28||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-06-17T08:00:40||INFRAS0001R||REC||||1-8JMZ23||1-516713940||1-3L-524||104386||apgr2f-2-27-4||1||0||0||||||BILAN RÉSEAU POUR T2F||1-2S-952||Planifiée||2017-06-16T10:54:06||
1-8HTN9L||CMD M-2||P_1-1N4MW||2017-01-24T00:00:00||2017-01-25T08:03:31||INFRAS0001R||REC||||1-8HTN6E||1-513665161||1-3L-524||104386||apgr1400-0-70-4||1||0||0||||||BILAN RÉSEAU POUR T3||1-2S-1079||Planifiée||2017-01-24T14:33:28||
1-8HTNMI||CMD M-2||P_1-1N4MW||2017-01-24T00:00:00||2017-01-25T08:03:31||INFRAS0001R||REC||||1-8HTNJG||1-513665161||1-3L-524||104386||apgr1400-0-114-3||1||0||0||||||BILAN RÉSEAU POUR T3||1-2S-1079||Planifiée||2017-01-24T14:35:09||
1-8HTNMY||CMD M-2||P_1-1N4MW||2017-01-24T00:00:00||2017-01-25T08:03:31||INFRAS0001R||REC||||1-8HTNJJ||1-513665161||1-3L-524||104386||apgr1400-0-82-1||1||0||0||||||BILAN RÉSEAU POUR T3||1-2S-1079||Planifiée||2017-01-24T14:34:40||
1-8HTNNE||CMD M-2||P_1-1N4MW||2017-01-24T00:00:00||2017-01-25T08:03:31||INFRAS0001R||REC||||1-8HTNJM||1-513665161||1-3L-524||104386||apgr1401-0-64-1||1||0||0||||||BILAN RÉSEAU POUR T3||1-2S-1080||Planifiée||2017-01-24T14:33:55||
1-AYL0JR||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-07-03T14:09:54||INFRAS0001R||REC||||1-AYL0JM||1-662749146||1-3L-524||104386||apgr2f-2-8-5||1||0||0||||||BILAN RESEAU T2F||1-2S-952||Planifiée||2017-06-16T10:56:31||
1-AYL0OQ||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-06-17T08:00:40||INFRAS0001R||REC||||1-AYL0OL||1-662749146||1-3L-524||104386||apgr2f-2-10-2||1||0||0||||||BILAN RESEAU T2F||1-2S-952||Planifiée||2017-06-16T10:56:22||
1-AYL0TP||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-06-17T08:00:40||INFRAS0001R||REC||||1-AYL0TK||1-662749146||1-3L-524||104386||apgr2f-2-27-1||1||0||0||||||BILAN RESEAU T2F||1-2S-952||Planifiée||2017-06-16T10:54:14||
1-AYL0YO||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-06-17T08:00:40||INFRAS0001R||REC||||1-AYL0YJ||1-662749146||1-3L-524||104386||apgr2f-2-29-4||1||0||0||||||BILAN RESEAU T2F||1-2S-952||Planifiée||2017-06-16T10:54:27||
1-B0SZNB||CMD M-2||P_1-1N4MW||2017-06-30T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B0SZK3||1-666479436||1-3L-524||104386||apgo522-1-CA-1||1||0||0||||||BILAN RESEAU ORY522||1-2S-733||Planifiée||2017-07-07T09:50:34||
1-AYKVPO||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-06-17T08:00:40||INFRAS0001R||REC||||1-AYKVPJ||1-662742879||1-3L-524||104386||apgr1400-0-102-3||1||0||0||||||BILAN RÉSEAU POUR T3||1-2S-1079||Planifiée||2017-06-16T11:21:04||
1-AYKY5Z||CMD M-2||P_1-1N4MW||2017-06-16T00:00:00||2017-06-17T08:00:40||INFRAS0001R||REC||||1-AYKVUI||1-662742879||1-3L-524||104386||apgr1400-0-118-1||1||0||0||||||BILAN RÉSEAU POUR T3||1-2S-1079||Planifiée||2017-06-16T11:19:34||
1-B36MCJ||CMD M-2||P_1-1N4MW||2017-07-07T00:00:00||2017-07-08T08:00:43||INFRAS0001R||REC||||1-B36M7M||1-666806079||1-3L-524||101502||apgr6030-0-21-1||1||0||0||||||BILAN RESEAU HORS AEROGARE||1-2S-1640||Planifiée||2017-07-07T10:21:23||
1-AVR5U4||CMD M-2||P_1-1NF-1313||2017-07-10T00:00:00||2017-07-11T08:00:43||LANISS0051R||REC||||1-AVQZE7||1-657964218||1-3M-160||005769||14564237||1||140||140||||||DO10 376V6 - OSLO||1-AVR65X||Planifiée||2017-07-10T13:18:12||
1-AYJL9Q||CMD M-2||P_1-1NF-1392||2017-07-06T00:00:00||2017-07-08T08:00:43||FACOMP0005R||REC||||1-AYJL8H||1-662680273||1-3M-1||127173||0148621469||1||||0||||||AGATE 53786||1-2S-1772||Planifiée||2017-07-06T14:50:06||
1-ECWGV||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T15:59:56||OSMRES0303R||REC||||1-ECHXI||1-24097769||1-3M-868||104368||11279507||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:33||
1-ECWH6||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T15:59:44||OSMRES0303R||REC||||1-ECHXM||1-24097769||1-3M-868||104368||11279509||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:33||
1-ECWHH||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T15:59:32||OSMRES0303R||REC||||1-ECHXQ||1-24097769||1-3M-868||104368||11279511||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:33||
1-B3I883||CMD M-2||P_1-1NF-1455||2017-07-06T00:00:00||2017-07-08T08:00:43||OSMRES0303R||REC||||1-B3I87V||1-670925026||1-KTKUD||127363||12396665||1||30||0||||||||1-2S-1655||Planifiée||2017-07-06T11:46:17||
1-ECWI3||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T15:59:01||OSMRES0303R||REC||||1-ECHXY||1-24097769||1-3M-868||104368||11279515||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:34||
1-ECWIE||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T15:58:47||OSMRES0303R||REC||||1-ECHY2||1-24097769||1-3M-868||104368||11279517||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:34||
